from,to,relation
疠风（鼻塌下，手指弯曲，指节疼痛，渐至断落）,用蓖麻子一两，去皮，黄连一两，锉如豆大，同泡在水一升中，几日后，取蓖麻子一枚劈破，以泡药的水送服。以后蓖麻子有得每次可增到四、五枚。肚子稍泻，并不碍事，泡药的不用完后，可添加新水。两月肥后，试吃大蒜猪肉。用如不发病，即服药已经收效。如仍发病必继续服药。,用法
一切毒肿,用蓖麻子仁捣烂，敷患处。,用法
催生下胎（不拘生胎死胎）,用蓖麻子二个、巴豆二个、麝香一分，共研匀，贴脐上并足心。,用法
子宫脱出,有蓖麻子仁、枯矾、等分为末，铺纸上，把子宫托入；同时以蓖麻子仁十四枚，研成膏涂顶心。,用法
半身不遂，失音不语,取蓖麻子油一升、酒一斗，在铜锅中煮熟，细细服下。,用法
口目歪斜,用蓖麻子仁捣成膏，左边斜则贴右，右边斜则贴左。有效。,用法
风气头痛,用乳香、狎麻仁等分，捣成饼，贴太陽穴。又方：蓖麻仁半两、枣肉十五枚，捣涂纸上，卷成筒子插入鼻中，有清鼻滋流下即愈。,用法
鼻塞不通,用蓖麻子仁二十粒、在枣（去皮）一枚、捣匀，棉裹塞鼻中。一天换药一次。三十天以后，鼻通，嗅觉恢复。,用法
急性喉痹，牙关咬紧,用蓖麻仁研烂，纸卷作筒，烧出烟，熏吸喉部，此方名“圣烟筒”。,用法
咽中疮肿,用蓖麻子仁一枚、朴硝一一，同研细，新汲水送服，连进二、三服，很见效。,用法
水气胀满,用蓖麻子仁研细，加水得三合，清晨一顿服尽，中午有青黄水排出。身体强壮的人，蓖麻子可服五粒。,用法
脚气病,用蓖麻子七烂，去壳，研烂，同苏合香调匀贴足心，痛即止。,用法
小便不通,用蓖麻仁三烂，研细，包成纸捻，插入尿道，即通。,用法
蜀漆,草部,属于
蜀漆,蜀漆是常山的苗，功用是相同,别名
蜀漆,辛、平、有毒。,性状
蜀漆,截疟：截疟诸汤,主治
蜀漆,牝疟（只寒不热）,主治
蜀漆,牡疟（只热不寒）,主治
蜀漆,妊娠疟疾,主治
蜀漆,小儿惊风暴死,主治
小儿惊风暴死,用蜀漆（炒）二钱、牡蛎一钱二分，浆米煎服。吐出痰涎即愈。此方名“千金汤”。,用法
妊娠疟疾,用常山（酒蒸）、石膏（煅）各残，乌梅（炒）五分，甘草四分，加水一碗、酒一碗泡一夜，天明时温服。,用法
牡疟（只热不寒）,用蟓漆一钱半、甘草一钱、麻黄二钱、牡蛎粉二钱，先以水二杯，煎麻黄、蜀漆，去沫，再将其余各药倒入同煎至一杯，未发病前温服，得吐则疟止。,用法
牝疟（只寒不热）,用蜀漆（去母煅三日暗伤）龙骨各二钱，共研为末。每服半钱，临发病之昌早晨一服，发病前再一服，浆水调下。如系温疟（热多于寒）又加蜀漆一钱，此方名“蜀漆散”。,用法
截疟：截疟诸汤,用常山三两、浆水三升，泡一夜，煎取一升。发病前一次服完，能吐为好。又方：用常山一两秫米一百粒，加水六升，煮成三升，分三次服（先一夜、未发时、临发时各一次）。又方：常山（酒煮后晒干）、知母、贝母草果各一钱半，加水一杯，煎半熟，五更时热服。药渣泡酒，发病前取饮。截疟诸酒：用常山一两，酒一升，泡二、三日后，分三次服完：清早一服，过一会再服，发病前第三次服。又方：治间日疟：常山一钱二分、大黄二钱半、炙甘草一钱二分，加水一碗半，煎至五成，叫做“醇”，发病日蝗五更温服；原药再加水一碗，煎至五成，叫做“”，未发病之日温服。此方名“醇汤”，甚验。又方：治久疟不止：常山一钱半、槟榔一钱、丁香五分、乌梅一个，酒一盏，泡药一夜，五更时饮下。一服便止，永不发病。截疟诸丸：常山三两，研为末。加鸡蛋白和成丸子，如梧子在。瓦器内煮熟，取出晒干收存。每服二十丸，竹叶汤送上，五更一服，天明后一服，发病前一服，此方名“恒山丸”。数年不愈的疟疾，服两剂即愈；一月左右者，只须一剂。又方；常山捣成末，取三两，黄丹一两，加白蜜共捣匀，做成丸子，如梧子大。病发前服三丸，过一会再服三丸，临归病时又服三丸，酒送下。此方名“丹砂丸”。又方：常山二两、黄丹半两、乌梅（连核瓦焙）一两，共研为末，加糯米粉糊成丸子，如梧子大。每服三、五十丸，凉酒送下。先一夜一服，天明时一服，午后才进食，此方名“黄丹丸”。又方：用常山三两、知母一两、甘划昱两，共研为末，加蜜和丸，如梧子大。发病前服十丸，稍后服七丸，再后服五、六丸。又方：治一切疟，用常山四两，炒存性，草果二两，炒存性，共研为末，加薄糊做成丸子，如梧子大。每卧时服五十丸，冷酒送下。五更时再服一次。忌鹅羊热物。此方名“瞻仰丸”。又方：常山八两，酒浸后先蒸后焙，加要槟榔二两，生研末，拦糊作丸，如梧子大。如上方服法服丸子，此方名“胜金丸”。又方：常山、槟榔各一两，生研，加穿山甲的甲片（煨焦）一两半，共三工业区末。以糯米粉和末做成丸子，如绿豆大，黄丹为衣。每服三十至五十丸，服法同上此方名“二圣丸”。,用法
藜芦,草部,属于
藜芦,山葱,别名
藜芦,葱苒,别名
藜芦,葱炎,别名
藜芦,葱葵,别名
藜芦,丰芦,别名
藜芦,憨葱,别名
藜芦,鹿葱,别名
藜芦,辛、寒、有毒。,性状
藜芦,风痰,主治
藜芦,中风，牙关紧闭,主治
藜芦,痰疟,主治
藜芦,黄疸肿疾,主治
藜芦,牙齿虫痛,主治
藜芦,头风白屑。甚痒,主治
藜芦,疥癣虫疮,主治
藜芦,误吞水蛭,主治
误吞水蛭,用藜芦炒过。研为末，水送服一钱刚愎自用将水蛭吐出。,用法
疥癣虫疮,用藜芦末调生油涂搽。,用法
头风白屑。甚痒,用藜芦末掺入头发中，把头包二天，避风。,用法
牙齿虫痛,用藜芦研为末，填入病齿孔中，有特效。但不能吞汁。,用法
黄疸肿疾,用藜芦在火灰中炮过，取出研细。每服小半匙，水送下。数服可愈。,用法
痰疟,用藜芦末半钱，温齑水调下。引吐为好。又方：藜芦、皂荚（炙）各一两，巴豆二址五枚，熬黄，研成末，加蜜和成丸子，如小豆大。每空心服一丸，未发病时服一丸，临发病时又服一丸。宜暂时禁食。,用法
中风，牙关紧闭,用藜芦一两，去苗头，在浓煎的防风汤中泡过，焙干，切细，炒成微褐色，研为末。每服半钱，小儿减半。温水调药灌下。以吐风涎为效，末吐财服。又方：治中风后口吐涎沫，喉中发拉锯声：取藜芦一分、天南星一个（去浮皮，挖一小坑，倒入醋少许，在火上烘成黄色），共研为末，加生面和成丸子，如小豆大。每服三丸，温酒送下。,用法
风痰,用藜芦十分、郁金一分，共研为末。每服二、三分，温浆水一碗送下。,用法
附子,草部,属于
附子,其母名曰乌头,别名
附子,辛、温、有大毒。,性状
附子,少陰伤寒（初得二、三日，脉微细，但昏昏欲睡，小便白色）,主治
附子,少陰发热（少陰病初得，反发热而脉沉）,主治
附子,少陰下利（下得清谷，里寒外热，手足厥逆，脉微欲绝。身不恶寒，反而面赤，或腹痛，或干呕，或咽痛）,主治
附子,陰病恶寒（伤寒已发汗，不解，反恶寒，是体虚的现象）,主治
附子,陰盛格陽（病人躁热面饮水、脉沉、手足厥逆）,主治
附子,中风痰厥（昏不积压人，口眼歪斜）,主治
附子,风病瘫缓（手足软垂，口眼歪斜，语音蹇涩，步履不正）,主治
附子,风寒湿痹（麻木不仁，或手足不遂）,主治
附子,风痫,主治
附子,小儿慢惊（抽筋，涎壅厥逆）,主治
附子,小儿囟陷,主治
附子,脚气肿痛,主治
附子,多年头痛,主治
附子,耳鸣不止,主治
附子,牙痛,主治
附子,虚寒腰痛,主治
附子,寒热疟疾,主治
附子,水泄久痢,主治
附子,陽虚吐血,主治
附子,白浊,主治
附子,月经不调,主治
附子,痈疽肿毒辣,主治
附子,疔疮肿痛,主治
附子,疥癣,主治
附子,手足冻裂,主治
手足冻裂,用附子去皮，研为末，以水、面调涂，有效。,用法
疥癣,用川乌头生切，煎水洗，甚验。,用法
疔疮肿痛,用醋和附子末涂患处。药干再涂。,用法
痈疽肿毒辣,用川乌头（炒）、黄蘖（炒）各一两，研末唾液调涂患处。留头。药干则以淘米水润湿。,用法
月经不调,用熟附子（去皮）当归等分。每服三钱，水煎服。,用法
白浊,用熟附子研为末。每服二钱，加姜三片、水一碗煮至六成，温服。,用法
少陰伤寒（初得二、三日，脉微细，但昏昏欲睡，小便白色）,用麻黄（去节）二两、甘草（炙）二两、附子（炮，去皮）一枚，水七升。先煮麻黄去沫，再加入其余二药，煮汁成三升，分作三次服下。令病人发微汗。引方名“麻黄附子甘草汤”。,用法
少陰发热（少陰病初得，反发热而脉沉）,用麻黄（去节）二两、附子（炮）去皮一枚、细辛二两，水一斗。先煮麻黄去沫，再加入其余二药，煮汁成三成，分作三次服下。令病人发微汗。此方名“麻典附子细辛汤。”,用法
少陰下利（下得清谷，里寒外热，手足厥逆，脉微欲绝。身不恶寒，反而面赤，或腹痛，或干呕，或咽痛）,用大附子一个（去皮，切成片）、甘草（炙）二两、干姜三两，加不沽升，煮成一升，分两次温服，脉出现即愈。面赤，加葱九根；腹痛，加芍药二两；干呕，加生姜二两；咽痛，加桔梗一两；利止，而脉不出，加人参二两。此方名“脉四逆汤”。,用法
陰病恶寒（伤寒已发汗，不解，反恶寒，是体虚的现象）,芍药三两、甘草（炙）三两、附子（炮，去皮）一枚，加水五程式，煮成一升五合。分次服下。此方名“芍药甘草附子汤”。,用法
陰盛格陽（病人躁热面饮水、脉沉、手足厥逆）,用大附子一枚，烧存性，研为末，蜜水调服。逼散寒气后使热气上升，汗出乃愈此方名“霹雳散”。,用法
中风痰厥（昏不积压人，口眼歪斜）,用生川乌头、生附子，都去掉皮脐，各取半两，和一南星一两，生木香二钱五分。各药混合后，每取五钱，加生姜十片、水二碗，煎成一碗温服。此方名“五生饮”。,用法
风病瘫缓（手足软垂，口眼歪斜，语音蹇涩，步履不正）,用川乌头（去皮脐），五灵脂各五两，共研为末，加龙脑、麝香温酒送下。一天服三次。服至五、七丸，便觉手能抬动。脚能移步，吃至十丸，可以梳头，此方名“神验乌龙丹”。,用法
风寒湿痹（麻木不仁，或手足不遂）,用香白米煮粥一碗，加入生川乌头末四钱，慢熬适当，下姜汗一匙、蜜三大匙，空腹服下。或加薏苡末二亦可。,用法
风痫,用生川乌头（去皮）二钱半、五灵脂半两，共研为末，加猪心血和成丸子，如梧子大。每服一丸，姜汤送下。,用法
小儿慢惊（抽筋，涎壅厥逆）,用生川乌头（去皮脐）一两、全蝎十个（去尾），分作三他，每服用水一碗、姜七片煎药饮下。,用法
小儿囟陷,用乌头附子（生，去皮脐）二鲷、雄黄八分，共研为末。以葱根捣和作饼巾2陷处。,用法
脚气肿痛,用黑附子一个（生，去皮脐），研为末，加生姜汁调成膏涂肿痛处。药干再涂，到肿消为止。,用法
多年头痛,用川乌头、天南星，等分为末，葱汁调涂太陽穴。,用法
耳鸣不止,用乌头（烧作灰）、菖蒲，等分为末棉花裹着塞耳内。一天换药两次。,用法
牙痛,用附子一两（烧灰）、枯矾一分，共研为末，擦牙。又方：川乌头、川附子，生三匣面糊成丸子，如小豆在。每次以制包一丸咬口中，又方；用炮附子末纳牙孔中，痛乃止。,用法
虚寒腰痛,用鹿茸（去毛，酥炙微黄）、附子（炮，去皮脐）各二两，盐花三分，共三工业区末，加枣肉和丸，如梧子大。每服三十丸，空心服，温酒送下。,用法
寒热疟疾,用附子一枚重五钱者，裹在面中火煨，然后去面，加人参、丹砂各一钱，共研为末，加炼蜜做成丸子，如梧子大。每服二十丸，未发病前连进三服。如药有效，则有呕吐现象或身体有麻木感觉，否则次日须再次服药。,用法
水泄久痢,用川乌头二枚，一枚生用，另一枚以黑豆半合同煮熟，一起研为丸，如绿豆大。每服五丸，黄连汤送下。,用法
陽虚吐血,用生地黄一斤，捣成汁，加酒少许。另以熟附子一两半，去皮脐，切成片，放入地黄汁内，石器中煮成膏，取出附片焙干，同山药三两研为末，再以膏调末成为丸子，如梧子大。每服三十丸，空心服，米汤送下。,用法
天雄,草部,属于
天雄,白幕,别名
天雄,辛、温、有大毒。,性状
天雄,元陽虚损（寒邪外攻，手足厥冷，大便滑数，小便白浑，六脉沉微）,主治
天雄,男子失精,主治
天雄,大风癞,主治
大风癞,用天雄、乌头的苗及根，去土勿洗，捣成汁。另取细粒黑豆（不脱皮者）浸叶中一夜。次日取豆晒干，如此七浸七晒，可供服用。开始时每次吞服三枚，以后渐加至六七枚。禁忌猪鸡肉及蒜，犯之即死。,用法
男子失精,用天雄三两（炮）、白术八两、桂枝六两、龙骨三两，共三细。每服半钱，酒送下。,用法
元陽虚损（寒邪外攻，手足厥冷，大便滑数，小便白浑，六脉沉微）,用乌头、附子、天雄一起炮制并去皮脐，等分咬细，每服四钱，加水二碗、姜十五片，煎至成，温服。此方名“三建汤”。,用法
侧子,草部,属于
侧子,辛、大热、有大毒。,性状
侧子,痈肿风痹、腰脚疼，筋挛急，遍身风疹等,主治
漏篮子,草部,属于
漏篮子,木鳖子,别名
漏篮子,虎掌,别名
漏篮子,苦、辛、有毒,性状
漏篮子,恶痢冷漏疮，恶疮疠风,主治
乌头,草部,属于
乌头,乌喙,别名
乌头,草乌头,别名
乌头,土附子,别名
乌头,奚毒,别名
乌头,耿子,别名
乌头,毒公,别名
乌头,金鸦,别名
乌头,苗名：莨、芨、堇、独白草、鸳鸯菊,别名
乌头,汁煎名射,别名
乌头,（乌头）辛、温、有大毒。（乌喙，一名两头尖）辛、微温、有大毒。（射罔）苦、有大毒。,性状
